JudgeName
Her Honour Judge Kerr
Nelson QC
HER HONOUR JUDGE Ballard
His Honour Judge Kirk
Kirk KC
HER HONOUR JUDGE Ware
McConnell KC
Her Honour Judge McConnell
HER HONOUR JUDGE Calhoun
HER HONOUR JUDGE Stevenson
Stevenson QC
Her Honour Judge Walker
Walker QC
HER HONOUR JUDGE Walker
Moss QC
Copeland KC
Her Honour Judge Copeland
His Honour Judge Copeland
His Honour Judge Avila
Branch QC
HER HONOUR JUDGE Branch
HIS HONOUR JUDGE Tanner
HER HONOUR JUDGE James
His Honour Judge James
Richardson QC
HER HONOUR JUDGE Richardson
His Honour Judge Olson
His Honour Judge Barajas
HER HONOUR JUDGE Barajas
Her Honour Judge Barajas
HIS HONOUR JUDGE Thomas
Thomas QC
HIS HONOUR JUDGE Walker
His Honour Judge Morrison
HIS HONOUR JUDGE Morrison
Morrison KC
His Honour Judge Cummings
Cummings QC
McFarland KC
HER HONOUR JUDGE McFarland
McFarland QC
Wood QC
Her Honour Judge Blankenship
Blankenship QC
Odom KC
Her Honour Judge Odom
HIS HONOUR JUDGE Cameron
HIS HONOUR JUDGE Kirk
Felix QC
HIS HONOUR JUDGE Felix
Quintana KC
HER HONOUR JUDGE Quintana
His Honour Judge Romero
Page KC
His Honour Judge Page
HIS HONOUR JUDGE Clarke
Her Honour Judge Clarke
Wade KC
HER HONOUR JUDGE Wade
Her Honour Judge Branch
HER HONOUR JUDGE Hahn
Hahn KC
HIS HONOUR JUDGE Crawford
Her Honour Judge Bishop
HER HONOUR JUDGE Kelly
Her Honour Judge Bullock
Riley KC
HIS HONOUR JUDGE Riley
HER HONOUR JUDGE Riley
Her Honour Judge Griffith
His Honour Judge Hodge
Hodge QC
His Honour Judge Perkins
HER HONOUR JUDGE Perkins
HIS HONOUR JUDGE Stuart
HER HONOUR JUDGE Stuart
HIS HONOUR JUDGE Curtis
His Honour Judge Curtis
HER HONOUR JUDGE Hill
HIS HONOUR JUDGE Tate
His Honour Judge Tate
Her Honour Judge Tate
HIS HONOUR JUDGE Anthony
His Honour Judge Anthony
HER HONOUR JUDGE Maddox
Price QC
Velasquez QC
HIS HONOUR JUDGE Jackson
Jackson QC
HIS HONOUR JUDGE Marin
HER HONOUR JUDGE Farley
His Honour Judge Salinas
Rivera KC
HIS HONOUR JUDGE Schwartz
HIS HONOUR JUDGE Shelton
HIS HONOUR JUDGE McMillan
His Honour Judge Estrada
HIS HONOUR JUDGE Duarte
Her Honour Judge Duarte
His Honour Judge McClure
Her Honour Judge Correa
Correa QC
HIS HONOUR JUDGE Andersen
HIS HONOUR JUDGE Adams
His Honour Judge Adams
Her Honour Judge Norman
Her Honour Judge Meyers
Patton KC
Dejesus KC
Dejesus QC
His Honour Judge Dejesus
Her Honour Judge Adams
HIS HONOUR JUDGE Hess
HER HONOUR JUDGE Hess
His Honour Judge Thomas
HER HONOUR JUDGE Thomas
Quintero KC
Le QC
Pugh KC
Pugh QC
Her Honour Judge Stout
Stout KC
HER HONOUR JUDGE Farmer
Her Honour Judge Cabrera
Cabrera KC
Fuller KC
HER HONOUR JUDGE Ahmed
Her Honour Judge Ahmed
Leal QC
His Honour Judge Leal
HIS HONOUR JUDGE Leal
HIS HONOUR JUDGE Velasquez
Velasquez KC
Novak QC
His Honour Judge Novak
His Honour Judge Valentine
Carroll QC
HER HONOUR JUDGE Carroll
His Honour Judge Freeman
His Honour Judge Bernard
HER HONOUR JUDGE Bernard
HIS HONOUR JUDGE Levy
His Honour Judge Douglas
Her Honour Judge Douglas
HER HONOUR JUDGE Douglas
Williams KC
HIS HONOUR JUDGE Williams
Marshall QC
His Honour Judge Marshall
HIS HONOUR JUDGE Huffman
Her Honour Judge Huffman
Beck QC
Her Honour Judge Hardy
Hardy KC
His Honour Judge McDowell
HER HONOUR JUDGE McKay
HER HONOUR JUDGE Peck
His Honour Judge Harmon
Her Honour Judge Harmon
Harmon KC
HIS HONOUR JUDGE Henderson
HER HONOUR JUDGE Henderson
Her Honour Judge Deleon
HIS HONOUR JUDGE Deleon
HER HONOUR JUDGE Ellison
Her Honour Judge Petersen
Petersen QC
HIS HONOUR JUDGE Lawson
HER HONOUR JUDGE Cisneros
His Honour Judge Cisneros
HIS HONOUR JUDGE Robles
His Honour Judge Robles
HER HONOUR JUDGE Robles
Felix KC
Hamilton QC
Hamilton KC
His Honour Judge Hamilton
Wolf KC
Gilbert QC
HER HONOUR JUDGE Molina
His Honour Judge Molina
His Honour Judge Dyer
Dyer QC
HIS HONOUR JUDGE Boyer
Boyer KC
HIS HONOUR JUDGE Santos
HER HONOUR JUDGE Bryan
Her Honour Judge Bryan
HER HONOUR JUDGE Jennings
HIS HONOUR JUDGE Kane
His Honour Judge Colon
HIS HONOUR JUDGE Colon
HIS HONOUR JUDGE Gould
Her Honour Judge Gould
Gould QC
His Honour Judge Cohen
HER HONOUR JUDGE Cohen
Rojas QC
His Honour Judge Rojas
His Honour Judge Stevenson
Sweeney KC
His Honour Judge Todd
HER HONOUR JUDGE Odom
HIS HONOUR JUDGE Cisneros
Lawrence KC
Her Honour Judge Navarro
His Honour Judge Leblanc
Her Honour Judge Leblanc
Morton KC
His Honour Judge Roman
HIS HONOUR JUDGE Hendrix
HIS HONOUR JUDGE Tyler
O’Connor QC
His Honour Judge Madden
McDaniel QC
Her Honour Judge McDaniel
Bridges KC
Her Honour Judge Parrish
HIS HONOUR JUDGE Lang
His Honour Judge Lang
Her Honour Judge Lowery
Lowery KC
HER HONOUR JUDGE Lowery
His Honour Judge Macdonald
HIS HONOUR JUDGE Fox
Singh QC
HER HONOUR JUDGE Cochran
His Honour Judge Sawyer
Quintana QC
HER HONOUR JUDGE Gallagher
Hensley KC
Her Honour Judge Salazar
Her Honour Judge Martin
HER HONOUR JUDGE Berry
Hines QC
Cameron QC
HER HONOUR JUDGE Ward
HIS HONOUR JUDGE Trevino
Garner KC
HIS HONOUR JUDGE Garner
Morrow QC
HIS HONOUR JUDGE Meyers
Meyers KC
Ponce KC
Cohen KC
Cohen QC
HIS HONOUR JUDGE Cohen
His Honour Judge Espinoza
HER HONOUR JUDGE Espinoza
Fry QC
His Honour Judge Howe
HIS HONOUR JUDGE Howe
His Honour Judge Hardy
Rosas QC
HIS HONOUR JUDGE Pacheco
Pacheco KC
Gallagher KC
His Honour Judge Andrade
HIS HONOUR JUDGE Andrade
His Honour Judge Delarosa
HIS HONOUR JUDGE Preston
His Honour Judge Preston
His Honour Judge McFarland
HER HONOUR JUDGE Romero
Shaw QC
HIS HONOUR JUDGE Shaw
His Honour Judge Shaw
His Honour Judge Jacobson
Jacobson KC
Her Honour Judge Li
HIS HONOUR JUDGE Li
HER HONOUR JUDGE Li
Lamb KC
Lamb QC
Her Honour Judge Lamb
HIS HONOUR JUDGE Taylor
Lynch KC
Walker KC
Leonard QC
HIS HONOUR JUDGE Arias
Arias KC
Her Honour Judge Cain
Her Honour Judge Leonard
HIS HONOUR JUDGE Ventura
HER HONOUR JUDGE Ventura
Wang KC
HER HONOUR JUDGE Ho
Ho KC
Ho QC
His Honour Judge Grant
Her Honour Judge Savage
Savage KC
His Honour Judge Savage
HIS HONOUR JUDGE Cline
Her Honour Judge Cline
His Honour Judge Cline
Glass QC
HIS HONOUR JUDGE Glass
Newman QC
His Honour Judge Newman
Rogers QC
Le KC
Her Honour Judge Salinas
HER HONOUR JUDGE Salinas
May QC
HIS HONOUR JUDGE May
Grant QC
HER HONOUR JUDGE Cole
Cole KC
Her Honour Judge Hensley
HIS HONOUR JUDGE Hensley
HER HONOUR JUDGE Hensley
HER HONOUR JUDGE Villegas
HIS HONOUR JUDGE Villegas
HIS HONOUR JUDGE Morse
HIS HONOUR JUDGE Rojas
Buckley KC
Buckley QC
Bennett QC
Her Honour Judge Bridges
Her Honour Judge Chambers
HIS HONOUR JUDGE Ramos
HIS HONOUR JUDGE Arellano
HER HONOUR JUDGE Nelson
HER HONOUR JUDGE Cline
Cline KC
HER HONOUR JUDGE Blankenship
HIS HONOUR JUDGE Blankenship
Conway KC
His Honour Judge Conway
Stanton QC
Stanton KC
His Honour Judge Stanton
His Honour Judge Roy
Bryant KC
His Honour Judge Bryant
Moyer KC
Her Honour Judge Yates
His Honour Judge Yates
His Honour Judge Patel
Carr KC
HIS HONOUR JUDGE Carr
HIS HONOUR JUDGE Fuentes
Decker KC
Watson QC
Zhang QC
HIS HONOUR JUDGE Zhang
His Honour Judge Bentley
Her Honour Judge Bentley
O’Neill QC
His Honour Judge O’Neill
HIS HONOUR JUDGE Hoffman
Cordova KC
Cordova QC
HIS HONOUR JUDGE Ingram
Her Honour Judge Maldonado
Campos QC
HER HONOUR JUDGE Campos
HIS HONOUR JUDGE Wolfe
Wolfe KC
HIS HONOUR JUDGE McCann
McCann KC
McCann QC
Conner KC
Her Honour Judge Cameron
Leonard KC
Hayes QC
Her Honour Judge Hayes
HIS HONOUR JUDGE Lynn
Bass QC
Lopez KC
Singleton QC
Her Honour Judge Singleton
Her Honour Judge Bernal
HER HONOUR JUDGE Hodges
Hodges KC
HIS HONOUR JUDGE Roach
Her Honour Judge Glenn
Her Honour Judge Fernandez
HER HONOUR JUDGE Hansen
HIS HONOUR JUDGE Magana
Magana QC
Reeves QC
Gray KC
HER HONOUR JUDGE Gray
Her Honour Judge Gray
His Honour Judge Crosby
Crosby QC
His Honour Judge Daniel
HIS HONOUR JUDGE Daniel
Daniel QC
His Honour Judge Farmer
Farmer KC
Stuart QC
HER HONOUR JUDGE Bridges
Barron QC
HIS HONOUR JUDGE Barron
Woodward KC
Her Honour Judge McKinney
HER HONOUR JUDGE Pacheco
His Honour Judge Pacheco
Salinas QC
His Honour Judge Blackwell
Her Honour Judge Ray
Her Honour Judge Houston
Her Honour Judge Myers
Myers KC
HIS HONOUR JUDGE Sweeney
HER HONOUR JUDGE Sweeney
Morrison QC
His Honour Judge Morgan
Morgan KC
Berry QC
HIS HONOUR JUDGE Mathews
HER HONOUR JUDGE Mathews
Smith QC
Hickman KC
Her Honour Judge Hickman
Sampson QC
Her Honour Judge Paul
Jensen QC
Her Honour Judge Robbins
Her Honour Judge Randolph
HER HONOUR JUDGE Livingston
HER HONOUR JUDGE Howe
His Honour Judge Hoffman
Barrera QC
His Honour Judge Barrera
His Honour Judge Berger
HIS HONOUR JUDGE Wolf
Wolf QC
HER HONOUR JUDGE Wolf
His Honour Judge Enriquez
Enriquez QC
HIS HONOUR JUDGE Enriquez
Skinner KC
Her Honour Judge Henson
Henson QC
Her Honour Judge Phelps
His Honour Judge Holland
Her Honour Judge Holland
Her Honour Judge Watts
His Honour Judge Bond
HER HONOUR JUDGE Bond
His Honour Judge Montes
Her Honour Judge Montes
HER HONOUR JUDGE Montes
HER HONOUR JUDGE Blair
Walton QC
Walton KC
HIS HONOUR JUDGE Quinn
Her Honour Judge Beck
HER HONOUR JUDGE Vance
Her Honour Judge Wang
HIS HONOUR JUDGE Wang
Grant KC
HER HONOUR JUDGE Grant
HER HONOUR JUDGE Villa
Villa KC
His Honour Judge Villa
HIS HONOUR JUDGE Villa
Pacheco QC
Her Honour Judge Kane
His Honour Judge Kane
HER HONOUR JUDGE Farrell
HER HONOUR JUDGE Stevens
HIS HONOUR JUDGE Stevens
Her Honour Judge Juarez
HIS HONOUR JUDGE Trejo
HER HONOUR JUDGE Bennett
Hinton QC
Her Honour Judge Mahoney
His Honour Judge Mahoney
Her Honour Judge Mills
His Honour Judge Mills
His Honour Judge Wilkinson
HIS HONOUR JUDGE Wilkinson
McDowell QC
Shaffer KC
HER HONOUR JUDGE Skinner
Hines KC
HIS HONOUR JUDGE Hines
HER HONOUR JUDGE Adams
HIS HONOUR JUDGE Alexander
HER HONOUR JUDGE Alexander
Her Honour Judge Alexander
HER HONOUR JUDGE Johnson
His Honour Judge Estes
His Honour Judge Truong
Her Honour Judge Truong
HIS HONOUR JUDGE Gibbs
HIS HONOUR JUDGE Mendez
Her Honour Judge Velasquez
Kramer KC
His Honour Judge Kramer
HER HONOUR JUDGE Kramer
Gibson QC
Gibson KC
Saunders KC
Saunders QC
Gates KC
Mack KC
Her Honour Judge Mack
Macdonald QC
Her Honour Judge Macdonald
HIS HONOUR JUDGE Macdonald
Her Honour Judge Pacheco
Gutierrez KC
His Honour Judge Gutierrez
Her Honour Judge Sanchez
Sanchez KC
HIS HONOUR JUDGE Haley
His Honour Judge Barron
HER HONOUR JUDGE Stone
Her Honour Judge Stone
HIS HONOUR JUDGE Stone
HIS HONOUR JUDGE Bernal
Bernal QC
His Honour Judge Moore
Park KC
HIS HONOUR JUDGE Park
Her Honour Judge Park
Wilkerson KC
Wilkerson QC
HER HONOUR JUDGE Diaz
Sanford KC
His Honour Judge Gilbert
Orr QC
HIS HONOUR JUDGE Horne
HER HONOUR JUDGE Chan
HIS HONOUR JUDGE Chan
Crawford QC
Sullivan KC
HIS HONOUR JUDGE Martinez
HER HONOUR JUDGE Martinez
Martinez QC
HER HONOUR JUDGE Mora
Her Honour Judge Mora
Her Honour Judge Patton
Knapp KC
HIS HONOUR JUDGE Hinton
Malone QC
Bryant QC
HIS HONOUR JUDGE Bryant
His Honour Judge Sanchez
Jacobs KC
His Honour Judge Jacobs
Jacobs QC
His Honour Judge Wiley
Her Honour Judge Wiley
Wiley QC
Her Honour Judge Hail
Holland QC
HIS HONOUR JUDGE Holland
Cortes KC
Cortes QC
Her Honour Judge Cortes
Herrera KC
Herrera QC
His Honour Judge Herrera
Ward KC
HIS HONOUR JUDGE Bowen
Stephens QC
His Honour Judge Pratt
Sawyer QC
Her Honour Judge Felix
His Honour Judge Hickman
Her Honour Judge Wolf
HIS HONOUR JUDGE Mitchell
Hodges QC
His Honour Judge Hodges
Fitzpatrick KC
Her Honour Judge Fitzpatrick
HIS HONOUR JUDGE Rivera
His Honour Judge Rivera
HER HONOUR JUDGE Drake
Her Honour Judge Love
Love QC
His Honour Judge Lawrence
HER HONOUR JUDGE Lawrence
Lawrence QC
Her Honour Judge Noble
Gill KC
Her Honour Judge Gill
HER HONOUR JUDGE Shaffer
His Honour Judge Shaffer
HIS HONOUR JUDGE Campbell
Ellison KC
HIS HONOUR JUDGE Ellison
HIS HONOUR JUDGE Tran
Tran QC
His Honour Judge Tran
HER HONOUR JUDGE Bush
His Honour Judge Bush
Her Honour Judge Hardin
Hardin QC
Her Honour Judge Buchanan
His Honour Judge Jensen
HIS HONOUR JUDGE Sheppard
Schultz QC
HER HONOUR JUDGE Schultz
Schultz KC
Dudley KC
HIS HONOUR JUDGE Dudley
McMahon QC
McMahon KC
HER HONOUR JUDGE Ochoa
Her Honour Judge Ochoa
His Honour Judge Brennan
HIS HONOUR JUDGE Brennan
Her Honour Judge Rosas
HIS HONOUR JUDGE Francis
Francis KC
His Honour Judge Francis
Escobar QC
HIS HONOUR JUDGE Mora
HER HONOUR JUDGE Copeland
HER HONOUR JUDGE Hickman
Porter QC
HER HONOUR JUDGE Dennis
Trevino QC
McCall KC
Briggs QC
HER HONOUR JUDGE Silva
Copeland QC
HIS HONOUR JUDGE O’Donnell
HIS HONOUR JUDGE Lawrence
His Honour Judge Ventura
Her Honour Judge Ventura
Ventura KC
His Honour Judge Gardner
HIS HONOUR JUDGE Gardner
Gardner QC
His Honour Judge Monroe
Her Honour Judge Bradford
HER HONOUR JUDGE Bradford
Her Honour Judge Moore
HIS HONOUR JUDGE Montes
HER HONOUR JUDGE Roberson
Strickland QC
Her Honour Judge Strickland
HIS HONOUR JUDGE Strickland
Sellers QC
HER HONOUR JUDGE Sellers
Sellers KC
HIS HONOUR JUDGE Serrano
Her Honour Judge Fisher
HER HONOUR JUDGE Walsh
O’brien KC
His Honour Judge O’brien
Guerrero KC
His Honour Judge Guerrero
Her Honour Judge Evans
HIS HONOUR JUDGE Evans
Greene QC
Her Honour Judge Greene
HER HONOUR JUDGE Kerr
Her Honour Judge Rivera
His Honour Judge Proctor
Davila KC
Davila QC
HER HONOUR JUDGE Lane
HIS HONOUR JUDGE Duran
Duran QC
HER HONOUR JUDGE Duran
His Honour Judge Acosta
HER HONOUR JUDGE Zhang
His Honour Judge Zhang
HER HONOUR JUDGE Simon
HER HONOUR JUDGE Russo
HIS HONOUR JUDGE Russell
Her Honour Judge Russell
His Honour Judge Meza
HIS HONOUR JUDGE Meza
HER HONOUR JUDGE Pittman
Her Honour Judge Sweeney
HIS HONOUR JUDGE Gilbert
HER HONOUR JUDGE Craig
Her Honour Judge Armstrong
His Honour Judge Kerr
Clay QC
Black QC
Her Honour Judge Vargas
His Honour Judge Watson
HER HONOUR JUDGE Cross
HIS HONOUR JUDGE Sanders
Schwartz KC
Her Honour Judge Bowen
His Honour Judge Silva
Her Honour Judge Spears
Spears QC
His Honour Judge Campbell
Santos KC
HIS HONOUR JUDGE Martin
HER HONOUR JUDGE Pena
HER HONOUR JUDGE Hinton
His Honour Judge Hinton
Munoz QC
HER HONOUR JUDGE Hancock
His Honour Judge Trevino
HER HONOUR JUDGE Nava
Her Honour Judge Nava
Briggs KC
HIS HONOUR JUDGE Ball
Taylor QC
His Honour Judge Poole
Her Honour Judge Poole
HER HONOUR JUDGE Butler
His Honour Judge Butler
HIS HONOUR JUDGE Ahmed
HIS HONOUR JUDGE Delgado
Torres KC
Torres QC
HIS HONOUR JUDGE Torres
Cobb KC
Her Honour Judge Green
His Honour Judge Valencia
HER HONOUR JUDGE Cabrera
Parrish KC
HIS HONOUR JUDGE Parrish
HIS HONOUR JUDGE Thompson
Her Honour Judge Zhang
HIS HONOUR JUDGE Olson
Vance KC
Sanders QC
Dorsey KC
Dorsey QC
HIS HONOUR JUDGE Hansen
Douglas QC
His Honour Judge Schultz
Hansen QC
His Honour Judge Curry
Dominguez QC
His Honour Judge Nava
Nava QC
HER HONOUR JUDGE Chapman
HIS HONOUR JUDGE Esquivel
Esquivel KC
Her Honour Judge McFarland
HER HONOUR JUDGE Combs
Her Honour Judge Combs
HIS HONOUR JUDGE Combs
Combs QC
Frazier QC
HER HONOUR JUDGE Holloway
Her Honour Judge Holloway
Her Honour Judge Avery
HER HONOUR JUDGE Rosas
Her Honour Judge Wade
Burton KC
His Honour Judge Burton
HER HONOUR JUDGE Burton
HER HONOUR JUDGE Vaughan
HIS HONOUR JUDGE Freeman
HER HONOUR JUDGE Freeman
Lozano QC
Kennedy QC
HIS HONOUR JUDGE Reyes
HER HONOUR JUDGE Reyes
Her Honour Judge Lawrence
Finley KC
Her Honour Judge Hale
His Honour Judge Hale
Her Honour Judge Hinton
HER HONOUR JUDGE Underwood
His Honour Judge Richards
His Honour Judge Nolan
HER HONOUR JUDGE Fuller
Fuller QC
Benitez KC
His Honour Judge Benitez
HIS HONOUR JUDGE Jarvis
Her Honour Judge Reynolds
HIS HONOUR JUDGE Reynolds
His Honour Judge Pittman
Pittman KC
Her Honour Judge Moran
His Honour Judge Moran
His Honour Judge Bender
Her Honour Judge Goodman
Her Honour Judge Palacios
His Honour Judge Saunders
Her Honour Judge Marks
HER HONOUR JUDGE Marks
His Honour Judge Marks
Her Honour Judge Sparks
His Honour Judge Sparks
Sparks QC
HER HONOUR JUDGE Boyer
Butler KC
Avila QC
Avila KC
HER HONOUR JUDGE Beard
His Honour Judge Sanford
Her Honour Judge Sanford
Cherry QC
HER HONOUR JUDGE Cherry
Portillo QC
HIS HONOUR JUDGE Portillo
Her Honour Judge Portillo
Cameron KC
HER HONOUR JUDGE Hogan
His Honour Judge Hines
His Honour Judge Hanson
HIS HONOUR JUDGE Hanson
Hanson KC
Hanson QC
Farmer QC
HIS HONOUR JUDGE Bennett
HER HONOUR JUDGE Deleon
Her Honour Judge Watkins
Watkins QC
Wang QC
His Honour Judge Wang
HIS HONOUR JUDGE McKay
HER HONOUR JUDGE Moran
Ayala QC
HER HONOUR JUDGE Ayala
Bowen QC
HER HONOUR JUDGE Wolfe
HER HONOUR JUDGE Gillespie
HIS HONOUR JUDGE Gillespie
His Honour Judge Woodward
Woodward QC
Graves KC
HER HONOUR JUDGE Cannon
His Honour Judge Cannon
HER HONOUR JUDGE Madden
HIS HONOUR JUDGE Wood
Her Honour Judge Brennan
HIS HONOUR JUDGE Solis
His Honour Judge Drake
HIS HONOUR JUDGE Drake
HER HONOUR JUDGE Cummings
HER HONOUR JUDGE Flynn
Flynn QC
Her Honour Judge Harris
HIS HONOUR JUDGE Vance
HER HONOUR JUDGE Watson
Her Honour Judge Watson
His Honour Judge Ramirez
Enriquez KC
HER HONOUR JUDGE Sosa
Sosa QC
HIS HONOUR JUDGE Fitzpatrick
HER HONOUR JUDGE Fuentes
Her Honour Judge Russo
His Honour Judge Lloyd
Her Honour Judge Lloyd
Her Honour Judge Sampson
Murphy KC
Murphy QC
Carter QC
HIS HONOUR JUDGE Glenn
HER HONOUR JUDGE Bravo
Her Honour Judge Bravo
HER HONOUR JUDGE Moore
Her Honour Judge Vance
HER HONOUR JUDGE Knight
Knight QC
Her Honour Judge Holmes
His Honour Judge Vega
HIS HONOUR JUDGE Franklin
Mata KC
Mills QC
HIS HONOUR JUDGE Mills
Her Honour Judge Ware
