trm_id,mer_id,hea_id,request_status,request_type
23839,81342,599825,COMPLETED,DOWNLOAD
23841,81481,590374,COMPLETED,DOWNLOAD
23842,81501,600206,COMPLETED,DOWNLOAD
23843,81043,614979,COMPLETED,DOWNLOAD
23846,80983,612783,COMPLETED,DOWNLOAD
23847,81023,618549,COMPLETED,DOWNLOAD
23849,81521,631433,COMPLETED,DOWNLOAD
23851,81202,673800,COMPLETED,DOWNLOAD
23852,81462,679339,COMPLETED,DOWNLOAD
23853,81382,669626,COMPLETED,DOWNLOAD
23854,81541,679264,COMPLETED,DOWNLOAD
23855,81422,711310,COMPLETED,DOWNLOAD
23856,81581,713354,COMPLETED,DOWNLOAD
23857,80984,703762,COMPLETED,DOWNLOAD
23859,81601,716256,COMPLETED,DOWNLOAD
23860,81044,717826,COMPLETED,DOWNLOAD
23861,81142,721055,COMPLETED,DOWNLOAD
23862,81282,759784,COMPLETED,DOWNLOAD
23863,81045,764729,COMPLETED,DOWNLOAD
23864,81562,779647,COMPLETED,DOWNLOAD
23865,81542,774455,COMPLETED,DOWNLOAD
23866,81024,788029,COMPLETED,DOWNLOAD
23867,80986,801385,COMPLETED,DOWNLOAD
23868,81082,871852,COMPLETED,DOWNLOAD
23869,81322,894060,COMPLETED,DOWNLOAD
23870,81046,897963,COMPLETED,DOWNLOAD
23872,81621,1011504,COMPLETED,DOWNLOAD
23873,81403,1018459,COMPLETED,DOWNLOAD
23877,81522,1036642,COMPLETED,DOWNLOAD
23879,81263,1038385,COMPLETED,DOWNLOAD
23880,80987,1041211,COMPLETED,DOWNLOAD
23883,81622,1134010,COMPLETED,DOWNLOAD
23884,81203,1147587,COMPLETED,DOWNLOAD
23885,81641,1137190,COMPLETED,DOWNLOAD
23886,81323,1149500,COMPLETED,DOWNLOAD
23887,81283,1147668,COMPLETED,DOWNLOAD
23888,81164,1174773,COMPLETED,DOWNLOAD
23889,81009,1165071,COMPLETED,DOWNLOAD
23891,81661,158658,COMPLETED,DOWNLOAD
23894,81721,173408,COMPLETED,DOWNLOAD
23895,81681,172566,COMPLETED,DOWNLOAD
23896,81682,200793,COMPLETED,DOWNLOAD
23898,81741,218102,COMPLETED,DOWNLOAD
23899,81781,394321,COMPLETED,DOWNLOAD
23901,81801,452830,COMPLETED,DOWNLOAD
23903,81881,516968,COMPLETED,DOWNLOAD
23904,81901,536113,COMPLETED,DOWNLOAD
23905,81921,554093,COMPLETED,DOWNLOAD
23908,81941,579191,COMPLETED,DOWNLOAD
23909,81683,604454,COMPLETED,DOWNLOAD
23911,81762,632663,COMPLETED,DOWNLOAD
23913,81703,684340,COMPLETED,DOWNLOAD
23918,82041,717508,COMPLETED,DOWNLOAD
23919,81822,738272,COMPLETED,DOWNLOAD
23920,81704,865879,COMPLETED,DOWNLOAD
23923,81684,1000090,COMPLETED,DOWNLOAD
23924,81685,1033999,COMPLETED,DOWNLOAD
23926,81842,1031918,COMPLETED,DOWNLOAD
23929,81863,1046903,COMPLETED,DOWNLOAD
23931,82101,1191019,COMPLETED,DOWNLOAD
23932,82081,1162346,COMPLETED,DOWNLOAD
23935,82121,1191178,COMPLETED,DOWNLOAD
23936,81687,1220084,COMPLETED,DOWNLOAD
23937,82161,1242619,COMPLETED,DOWNLOAD
23938,81883,158658,COMPLETED,DOWNLOAD
23939,82181,172566,COMPLETED,DOWNLOAD
23941,82082,175419,COMPLETED,DOWNLOAD
23942,82022,173408,COMPLETED,DOWNLOAD
23943,82221,200793,COMPLETED,DOWNLOAD
23944,82201,199238,COMPLETED,DOWNLOAD
23945,82182,180238,COMPLETED,DOWNLOAD
23947,82241,209833,COMPLETED,DOWNLOAD
23948,81742,234996,COMPLETED,DOWNLOAD
23950,81763,212592,COMPLETED,DOWNLOAD
23951,81864,218102,COMPLETED,DOWNLOAD
23952,81843,218557,COMPLETED,DOWNLOAD
23953,82083,236935,COMPLETED,DOWNLOAD
23954,81764,242783,COMPLETED,DOWNLOAD
23955,82261,244868,COMPLETED,DOWNLOAD
23956,82281,275826,COMPLETED,DOWNLOAD
23957,82281,275826,COMPLETED,DOWNLOAD
23958,82321,359054,COMPLETED,DOWNLOAD
23959,82301,276992,COMPLETED,DOWNLOAD
23960,81823,370609,COMPLETED,DOWNLOAD
23961,82341,389918,COMPLETED,DOWNLOAD
23962,81903,435358,COMPLETED,DOWNLOAD
23963,82381,436465,COMPLETED,DOWNLOAD
23964,81884,443458,COMPLETED,DOWNLOAD
23965,82282,452830,COMPLETED,DOWNLOAD
23966,82202,454809,COMPLETED,DOWNLOAD
23967,82401,459826,COMPLETED,DOWNLOAD
23968,81662,464306,COMPLETED,DOWNLOAD
23969,81803,462479,COMPLETED,DOWNLOAD
23971,82421,503553,COMPLETED,DOWNLOAD
23972,82441,516968,COMPLETED,DOWNLOAD
23974,82322,536113,COMPLETED,DOWNLOAD
23975,82322,536113,COMPLETED,DOWNLOAD
23977,81943,554093,COMPLETED,DOWNLOAD
23979,81885,600206,COMPLETED,DOWNLOAD
23980,82263,612783,COMPLETED,DOWNLOAD
23983,82481,618549,COMPLETED,DOWNLOAD
23984,82203,632663,COMPLETED,DOWNLOAD
23987,81804,631433,COMPLETED,DOWNLOAD
23988,81865,679264,COMPLETED,DOWNLOAD
23989,81844,684340,COMPLETED,DOWNLOAD
23991,82501,703762,COMPLETED,DOWNLOAD
23993,81743,713354,COMPLETED,DOWNLOAD
23994,82521,711310,COMPLETED,DOWNLOAD
23996,81866,721055,COMPLETED,DOWNLOAD
23999,82342,738272,COMPLETED,DOWNLOAD
24001,82023,759784,COMPLETED,DOWNLOAD
24002,81867,779647,COMPLETED,DOWNLOAD
24003,82102,774455,COMPLETED,DOWNLOAD
24004,82204,780997,COMPLETED,DOWNLOAD
24005,82442,788029,COMPLETED,DOWNLOAD
24006,82482,801385,COMPLETED,DOWNLOAD
24007,81944,865879,COMPLETED,DOWNLOAD
24008,81766,894060,COMPLETED,DOWNLOAD
24009,82541,871852,COMPLETED,DOWNLOAD
24010,81707,925169,COMPLETED,DOWNLOAD
24011,82422,1011504,COMPLETED,DOWNLOAD
24012,82462,1018459,COMPLETED,DOWNLOAD
24013,82042,1041211,COMPLETED,DOWNLOAD
24014,81708,1048692,COMPLETED,DOWNLOAD
24015,82283,1134010,COMPLETED,DOWNLOAD
24016,81868,1147587,COMPLETED,DOWNLOAD
24017,82024,1147668,COMPLETED,DOWNLOAD
24018,82561,1137190,COMPLETED,DOWNLOAD
24020,82423,1149500,COMPLETED,DOWNLOAD
24023,82025,1242788,COMPLETED,DOWNLOAD
24034,82026,172566,COMPLETED,DOWNLOAD
24035,82284,180238,COMPLETED,DOWNLOAD
24036,82581,199238,COMPLETED,DOWNLOAD
24038,82302,209833,COMPLETED,DOWNLOAD
24039,82385,212592,COMPLETED,DOWNLOAD
24040,81846,218102,COMPLETED,DOWNLOAD
24042,82027,234996,COMPLETED,DOWNLOAD
24043,82522,242783,COMPLETED,DOWNLOAD
24046,82028,276992,COMPLETED,DOWNLOAD
24047,82084,359054,COMPLETED,DOWNLOAD
24051,82285,389918,COMPLETED,DOWNLOAD
24052,82285,389918,COMPLETED,DOWNLOAD
24053,82285,389918,COMPLETED,DOWNLOAD
24054,81924,394321,COMPLETED,DOWNLOAD
24059,81807,452830,COMPLETED,DOWNLOAD
24060,82264,454809,COMPLETED,DOWNLOAD
24061,82601,462479,COMPLETED,DOWNLOAD
24063,82425,464306,COMPLETED,DOWNLOAD
24065,82444,531318,COMPLETED,DOWNLOAD
24066,82483,536113,COMPLETED,DOWNLOAD
24067,82463,554093,COMPLETED,DOWNLOAD
24069,82044,590374,COMPLETED,DOWNLOAD
24070,82621,579191,COMPLETED,DOWNLOAD
24072,82426,604454,COMPLETED,DOWNLOAD
24074,81888,612783,COMPLETED,DOWNLOAD
24075,82602,614979,COMPLETED,DOWNLOAD
24076,82207,618549,COMPLETED,DOWNLOAD
24077,82031,631433,COMPLETED,DOWNLOAD
24079,82324,673800,COMPLETED,DOWNLOAD
24080,82086,679264,COMPLETED,DOWNLOAD
24081,82445,679339,COMPLETED,DOWNLOAD
24084,82386,684340,COMPLETED,DOWNLOAD
24085,81946,716256,COMPLETED,DOWNLOAD
24086,81664,713354,COMPLETED,DOWNLOAD
24088,81905,721055,COMPLETED,DOWNLOAD
24089,82045,717826,COMPLETED,DOWNLOAD
24094,82286,780997,COMPLETED,DOWNLOAD
24097,82622,865879,COMPLETED,DOWNLOAD
24098,81665,871852,COMPLETED,DOWNLOAD
24101,82362,897963,COMPLETED,DOWNLOAD
24103,82427,925169,COMPLETED,DOWNLOAD
24105,81710,1011504,COMPLETED,DOWNLOAD
24106,82582,1018459,COMPLETED,DOWNLOAD
24107,81947,1031918,COMPLETED,DOWNLOAD
24109,82387,1036642,COMPLETED,DOWNLOAD
24110,82287,1038385,COMPLETED,DOWNLOAD
24111,82224,1041211,COMPLETED,DOWNLOAD
24114,82265,1137190,COMPLETED,DOWNLOAD
24116,81826,1147587,COMPLETED,DOWNLOAD
24117,82409,1147668,COMPLETED,DOWNLOAD
24119,82225,1162346,COMPLETED,DOWNLOAD
24120,81926,1165071,COMPLETED,DOWNLOAD
24123,82583,172566,COMPLETED,DOWNLOAD
24125,82105,175419,COMPLETED,DOWNLOAD
24126,82410,180238,COMPLETED,DOWNLOAD
24127,81711,200793,COMPLETED,DOWNLOAD
24128,81983,199238,COMPLETED,DOWNLOAD
24129,82106,209833,COMPLETED,DOWNLOAD
24130,82388,212592,COMPLETED,DOWNLOAD
24131,82388,212592,COMPLETED,DOWNLOAD
24132,82142,218102,COMPLETED,DOWNLOAD
24133,82185,234996,COMPLETED,DOWNLOAD
24134,82185,234996,COMPLETED,DOWNLOAD
24135,82542,242783,COMPLETED,DOWNLOAD
24136,82210,275826,COMPLETED,DOWNLOAD
24137,82411,370609,COMPLETED,DOWNLOAD
24138,82187,443458,COMPLETED,DOWNLOAD
24139,81869,459826,COMPLETED,DOWNLOAD
24140,82502,503553,COMPLETED,DOWNLOAD
24141,82162,516968,COMPLETED,DOWNLOAD
24143,82188,576305,COMPLETED,DOWNLOAD
24145,82189,599825,COMPLETED,DOWNLOAD
24146,81889,600206,COMPLETED,DOWNLOAD
24147,81783,632663,COMPLETED,DOWNLOAD
24149,81928,703762,COMPLETED,DOWNLOAD
24150,82288,711310,COMPLETED,DOWNLOAD
24152,82363,738272,COMPLETED,DOWNLOAD
24154,82190,764729,COMPLETED,DOWNLOAD
24156,81712,774455,COMPLETED,DOWNLOAD
24157,82562,779647,COMPLETED,DOWNLOAD
24158,82543,788029,COMPLETED,DOWNLOAD
24159,82304,801385,COMPLETED,DOWNLOAD
24162,82211,1033999,COMPLETED,DOWNLOAD
24163,81907,1048692,COMPLETED,DOWNLOAD
24167,82389,1149500,COMPLETED,DOWNLOAD
24171,81666,1174773,COMPLETED,DOWNLOAD
24172,82143,1191019,COMPLETED,DOWNLOAD
24173,81768,1191178,COMPLETED,DOWNLOAD
24175,82226,1242788,COMPLETED,DOWNLOAD
24176,82544,1253540,COMPLETED,DOWNLOAD
24181,82701,24304628,COMPLETED,DOWNLOAD
24183,82741,23013560,COMPLETED,DOWNLOAD
24196,82961,24424799,COMPLETED,DOWNLOAD
24199,82882,22869578,COMPLETED,DOWNLOAD
24245,82923,103744,COMPLETED,DOWNLOAD
24247,83023,141804,COMPLETED,DOWNLOAD
24248,83481,149551,COMPLETED,DOWNLOAD
24250,82943,157484,COMPLETED,DOWNLOAD
24251,83501,215894,COMPLETED,DOWNLOAD
24252,83521,178510,COMPLETED,DOWNLOAD
24253,83521,178510,COMPLETED,DOWNLOAD
24254,83541,181983,COMPLETED,DOWNLOAD
24255,83561,231696,COMPLETED,DOWNLOAD
24256,83581,257701,COMPLETED,DOWNLOAD
24257,83482,265259,COMPLETED,DOWNLOAD
24258,83601,258620,COMPLETED,DOWNLOAD
24260,83162,269938,COMPLETED,DOWNLOAD
24262,83621,276619,COMPLETED,DOWNLOAD
24263,83183,277032,COMPLETED,DOWNLOAD
24264,83562,277598,COMPLETED,DOWNLOAD
24265,83462,322724,COMPLETED,DOWNLOAD
24268,82982,366785,COMPLETED,DOWNLOAD
24270,83024,371411,COMPLETED,DOWNLOAD
24271,83661,389916,COMPLETED,DOWNLOAD
24272,83681,414067,COMPLETED,DOWNLOAD
24273,82823,438198,COMPLETED,DOWNLOAD
24274,83163,442320,COMPLETED,DOWNLOAD
24275,83701,446184,COMPLETED,DOWNLOAD
24276,83142,471953,COMPLETED,DOWNLOAD
24277,83741,478503,COMPLETED,DOWNLOAD
24279,83522,491531,COMPLETED,DOWNLOAD
24280,83761,494551,COMPLETED,DOWNLOAD
24281,83781,523354,COMPLETED,DOWNLOAD
24282,83801,560717,COMPLETED,DOWNLOAD
24283,83821,579153,COMPLETED,DOWNLOAD
24285,83622,580273,COMPLETED,DOWNLOAD
24286,83662,589441,COMPLETED,DOWNLOAD
24288,83881,602841,COMPLETED,DOWNLOAD
24289,83901,603966,COMPLETED,DOWNLOAD
